Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
12/9/2022,140.6806183,144.0551358,139.4337208,140.8587379,76097000
12/12/2022,142.9863739,142.9962644,139.5920603,141.214993,70462700
12/13/2022,143.9561615,148.4093321,142.7389658,147.9442219,93886200
12/14/2022,141.719696,145.1337907,139.6910263,143.8374256,82291200
12/15/2022,135.0795288,140.324378,134.6144186,139.641556,98931900
12/16/2022,133.110199,136.2175216,132.3383174,135.2675204,160156900
12/19/2022,130.9925232,133.7930754,129.9534618,133.7040156,79592600
12/20/2022,130.923233,131.8633439,128.5383089,130.0226993,77432800
12/21/2022,134.0404205,135.3862681,131.3685214,131.5961237,85928000
12/22/2022,130.8539276,133.159682,128.9440196,132.9518758,77852100
12/23/2022,130.487793,131.0419629,128.2908943,129.5575727,63814900
12/27/2022,128.6768494,130.0424933,127.3804842,130.0128067,69007800
12/28/2022,124.7283707,129.6664403,124.5601416,128.3205925,85438400
12/29/2022,128.2612305,129.1221721,126.4007972,126.6580861,75703700
12/30/2022,128.5778961,128.5976922,126.1039195,127.0737246,77034200
1/3/2023,123.7684631,129.5377877,122.8778274,128.9242445,112117500
1/4/2023,125.0450287,127.3210966,123.7783503,125.569512,89113600
1/5/2023,123.7189713,126.4403533,123.4616824,125.8070141,80962700
1/6/2023,128.2711182,128.9341441,123.5903446,124.6986922,87754700
1/9/2023,128.795578,132.0216622,128.5382891,129.1122551,70790800
1/10/2023,129.3695526,129.894036,126.786713,128.9044425,63896200
1/11/2023,132.1008606,132.1206416,129.1023931,129.8841654,69458900
1/12/2023,132.0216675,132.8628129,130.0721672,132.4867776,71379600
1/13/2023,133.357605,133.5159436,130.2898744,130.6560191,57809700
1/17/2023,134.5253448,135.861287,132.734183,133.4268954,63646600
